Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth	Topic
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127100000	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Macroeconomics
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127100159	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127100222	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127100248	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	Minister	S	Socialdemokratiet	Coalition	Centre-left	HeunickeMagnus	Heunicke, Magnus	M	1975	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101019	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101023	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	notMinister	V	Venstre	Opposition	Centre-right	HeitmannJane	Heitmann, Jane	F	1968	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101129	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101132	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	Minister	S	Socialdemokratiet	Coalition	Centre-left	HeunickeMagnus	Heunicke, Magnus	M	1975	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101236	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101238	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	notMinister	V	Venstre	Opposition	Centre-right	HeitmannJane	Heitmann, Jane	F	1968	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101312	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101316	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	Minister	S	Socialdemokratiet	Coalition	Centre-left	HeunickeMagnus	Heunicke, Magnus	M	1975	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101338	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101340	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	notMinister	KD	Kristendemokraterne	-	Centre to centre-right	RohdeJens	Rohde, Jens	M	1970	Mix
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101447	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101449	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	Minister	S	Socialdemokratiet	Coalition	Centre-left	HeunickeMagnus	Heunicke, Magnus	M	1975	Health
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101554	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	Other
ParlaMint-DK-en_2022-01-27-20211-M52	ParlaMint-DK_20220127101556	Hansard of the session of the Danish Parliament (Folketinget), 20211, M52 (2022-01-27), preliminary version	2022-01-27	Unicameralism	Regeringen Mette Frederiksen	20211	M52	-	-	COVID	English	Regular	MP	notMinister	KD	Kristendemokraterne	-	Centre to centre-right	RohdeJens	Rohde, Jens	M	1970	Mix
