Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth	Topic
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Government Operations
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Regular	MP	notMinister	CAL-Alt-Pc-Idv	C.A.L. (Costituzione, Ambiente, Lavoro)-Alternativa-P.C.-I.d.V.	-	Left	CrucioliMattia	Crucioli, Mattia	M	1976	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Regular	MP	notMinister	CAL-Alt-Pc-Idv	C.A.L. (Costituzione, Ambiente, Lavoro)-Alternativa-P.C.-I.d.V.	-	Left	CrucioliMattia	Crucioli, Mattia	M	1976	Mix
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	BoldriniPaola	Boldrini, Paola	F	1960	Health
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u13	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u14	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	BoldriniPaola	Boldrini, Paola	F	1960	Health
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u15	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	GarrutiVincenzo	Garruti, Vincenzo	M	1974	Health
ParlaMint-IT-en_2022-05-17-LEG18-Senato-sed-433	ParlaMint-IT_2022-05-17-LEG18-Senato-sed-433.ana.u16	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 433, Day (2022-05-17)	2022-05-17	Upper house	18 Legislatura	-	-	433 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
