Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth	Topic
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	International Affairs
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	International Affairs
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Regular	MP	notMinister	Misto	Misto	-	-	GrimaniLeonardo	Grimani, Leonardo	M	1972	Mix
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Regular	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	MalanLucio	Malan, Lucio	M	1960	Mix
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	ParriniDario	Parrini, Dario	M	1973	Domestic Commerce
ParlaMint-IT-en_2022-03-22-LEG18-Senato-sed-416	ParlaMint-IT_2022-03-22-LEG18-Senato-sed-416.ana.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 416, Day (2022-03-22)	2022-03-22	Upper house	18 Legislatura	-	-	416 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	Other
