Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth	Topic
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	MalpezziSimonaFlavia	Malpezzi, Simona Flavia	F	1972	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	MalpezziSimonaFlavia	Malpezzi, Simona Flavia	F	1972	International Affairs
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	CastelloneMariaDomenica	Castellone, Maria Domenica	F	1975	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	CastelloneMariaDomenica	Castellone, Maria Domenica	F	1975	International Affairs
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	CirianiLuca	Ciriani, Luca	M	1967	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	CirianiLuca	Ciriani, Luca	M	1967	International Affairs
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u13	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	RomeoMassimiliano	Romeo, Massimiliano	M	1971	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u14	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u15	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	RomeoMassimiliano	Romeo, Massimiliano	M	1971	International Affairs
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u16	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	Coalition	Centre-right	GalloneMariaAlessandra	Gallone, Maria Alessandra	F	1966	Other
ParlaMint-IT-en_2022-02-24-LEG18-Senato-sed-408	ParlaMint-IT_2022-02-24-LEG18-Senato-sed-408.ana.u17	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 408, Day (2022-02-24)	2022-02-24	Upper house	18 Legislatura	-	-	408 Seduta	-	COVID,War	English	Chairperson	MP	notMinister	FdI	Fratelli d'Italia	Opposition	Right to far-right	LaRussaIgnazio	La Russa, Ignazio	M	1947	Other
